"ålder";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015"
"totalt ålder";7931193;8004270;8081142;8115165;8129129;8144428;8176691;8208442;8236179;8267116;8284437;8303010;8317937;8323033;8327484;8330573;8342621;8358139;8381515;8414083;8458888;8527036;8590630;8644119;8692013;8745109;8816381;8837496;8844499;8847625;8854322;8861426;8882792;8909128;8940788;8975670;9011392;9047752;9113257;9182927;9256347;9340682;9415570;9482855;9555893;9644864;9747355;9851017
